"Nº pers","% HorTbjo","Casilla selección empleado a t","Porcentaje_HTrab"
1981,100,"No",100
1993,100,"No",100
1992,25,"Sí",25
1991,100,"No",100
1988,100,"No",100
1987,100,"No",100
2000,25,"Sí",25
1998,100,"No",100
1997,100,"No",100
1996,100,"No",100
1995,100,"No",100
2006,100,"No",100
2005,100,"No",100
2004,100,"No",100
2002,100,"No",100
2001,100,"No",100
2012,100,"No",100
2010,100,"No",100
2009,100,"No",100
2008,100,"No",100
2007,100,"No",100
2018,100,"No",100
2016,100,"No",100
2015,100,"No",100
2014,100,"No",100
2013,100,"No",100
2023,100,"No",100
2022,100,"No",100
2021,100,"No",100
2020,100,"No",100
2019,100,"No",100
2028,100,"No",100
2027,100,"No",100
2026,100,"No",100
2025,100,"No",100
2024,100,"No",100
2033,100,"No",100
2032,100,"No",100
2031,100,"No",100
2030,100,"No",100
2029,100,"No",100
2038,100,"No",100
2037,100,"No",100
2036,100,"No",100
2035,100,"No",100
2034,100,"No",100
2043,100,"No",100
2042,100,"No",100
2041,100,"No",100
2040,100,"No",100
2039,100,"No",100
2050,100,"No",100
2049,100,"No",100
2048,100,"No",100
2045,100,"No",100
2044,100,"No",100
2057,100,"No",100
2055,100,"No",100
2054,100,"No",100
2053,100,"No",100
2051,100,"No",100
2064,100,"No",100
2063,100,"No",100
2062,100,"No",100
2061,100,"No",100
2059,100,"No",100
2072,100,"No",100
2071,100,"No",100
2070,100,"No",100
2067,100,"No",100
2065,80,"Sí",80
2077,100,"No",100
2076,100,"No",100
2075,100,"No",100
2074,100,"No",100
2073,100,"No",100
2082,100,"No",100
2081,100,"No",100
2080,100,"No",100
2079,100,"No",100
2078,100,"No",100
2087,100,"No",100
2086,100,"No",100
2085,100,"No",100
2084,100,"No",100
2083,100,"No",100
2093,100,"No",100
2092,100,"No",100
2091,100,"No",100
2089,100,"No",100
2088,100,"No",100
2098,100,"No",100
2097,100,"No",100
2096,100,"No",100
2095,100,"No",100
2094,100,"No",100
2105,100,"No",100
2104,100,"No",100
2103,100,"No",100
2102,100,"No",100
2100,100,"No",100
2110,100,"No",100
2109,100,"No",100
2108,100,"No",100
2107,100,"No",100
2106,100,"No",100
2116,100,"No",100
2115,100,"No",100
2114,100,"No",100
2112,100,"No",100
2111,100,"No",100
2121,100,"No",100
2120,100,"No",100
2119,100,"No",100
2118,100,"No",100
2117,100,"No",100
2126,100,"No",100
2125,100,"No",100
2124,100,"No",100
2123,100,"No",100
2122,100,"No",100
2131,100,"No",100
2130,100,"No",100
2129,100,"No",100
2128,100,"No",100
2127,100,"No",100
2136,100,"No",100
2135,100,"No",100
2134,100,"No",100
2133,100,"No",100
2132,100,"No",100
2142,100,"No",100
2141,100,"No",100
2140,100,"No",100
2139,100,"No",100
2137,100,"No",100
2149,100,"No",100
2148,100,"No",100
2147,100,"No",100
2146,100,"No",100
2145,100,"No",100
2158,100,"No",100
2157,100,"No",100
2153,100,"No",100
2152,100,"No",100
2151,100,"No",100
2163,100,"No",100
2162,100,"No",100
2161,100,"No",100
2160,100,"No",100
2159,100,"No",100
2169,100,"No",100
2168,100,"No",100
2167,100,"No",100
2166,100,"No",100
2165,100,"No",100
2175,100,"No",100
2174,100,"No",100
2173,100,"No",100
2171,100,"No",100
2170,67.57,"Sí",68
2180,100,"No",100
2179,100,"No",100
2178,100,"No",100
2177,100,"No",100
2176,100,"No",100
2187,100,"No",100
2186,100,"No",100
2184,100,"No",100
2183,100,"No",100
2182,100,"No",100
2192,100,"No",100
2191,100,"No",100
2190,100,"No",100
2189,100,"No",100
2188,100,"No",100
2200,100,"No",100
2198,100,"No",100
2197,100,"No",100
2196,100,"No",100
2193,100,"No",100
2205,100,"No",100
2204,100,"No",100
2203,100,"No",100
2202,100,"No",100
2201,100,"No",100
2210,100,"No",100
2209,100,"No",100
2208,100,"No",100
2207,90.99,"Sí",91
2206,100,"No",100
2216,100,"No",100
2215,100,"No",100
2213,100,"No",100
2212,100,"No",100
2211,100,"No",100
2221,100,"No",100
2220,100,"No",100
2219,100,"No",100
2218,100,"No",100
2217,100,"No",100
2226,100,"No",100
2225,100,"No",100
2224,100,"No",100
2223,100,"No",100
2222,100,"No",100
2232,100,"No",100
2231,100,"No",100
2229,100,"No",100
2228,53.33,"Sí",53
2227,100,"No",100
2237,100,"No",100
2236,100,"No",100
2235,100,"No",100
2234,100,"No",100
2233,100,"No",100
2243,100,"No",100
2242,100,"No",100
2241,100,"No",100
2239,100,"No",100
2238,100,"No",100
2250,100,"No",100
2249,100,"No",100
2248,100,"No",100
2246,100,"No",100
2244,100,"No",100
2256,100,"No",100
2255,100,"No",100
2254,100,"No",100
2253,100,"No",100
2251,100,"No",100
2262,100,"No",100
2260,100,"No",100
2259,100,"No",100
2258,100,"No",100
2257,100,"No",100
2268,100,"No",100
2266,100,"No",100
2265,100,"No",100
2264,100,"No",100
2263,100,"No",100
2273,100,"No",100
2272,100,"No",100
2271,100,"No",100
2270,100,"No",100
2269,100,"No",100
2279,100,"No",100
2277,100,"No",100
2276,100,"No",100
2275,100,"No",100
2274,100,"No",100
2286,100,"No",100
2284,100,"No",100
2283,100,"No",100
2281,100,"No",100
2280,100,"No",100
2292,75,"Sí",75
2291,100,"No",100
2290,100,"No",100
2289,100,"No",100
2287,100,"No",100
2297,100,"No",100
2296,100,"No",100
2295,100,"No",100
2294,100,"No",100
2293,100,"No",100
2303,100,"No",100
2302,100,"No",100
2301,100,"No",100
2300,100,"No",100
2298,100,"No",100
2308,100,"No",100
2307,100,"No",100
2306,100,"No",100
2305,100,"No",100
2304,100,"No",100
2313,100,"No",100
2312,100,"No",100
2311,100,"No",100
2310,100,"No",100
2309,100,"No",100
2319,100,"No",100
2317,100,"No",100
2316,100,"No",100
2315,100,"No",100
2314,100,"No",100
2325,100,"No",100
2324,100,"No",100
2323,100,"No",100
2322,100,"No",100
2321,75,"Sí",75
2331,100,"No",100
2330,100,"No",100
2329,100,"No",100
2328,100,"No",100
2326,100,"No",100
2338,100,"No",100
2337,100,"No",100
2336,100,"No",100
2334,100,"No",100
2333,100,"No",100
2343,100,"No",100
2342,100,"No",100
2341,100,"No",100
2340,100,"No",100
2339,100,"No",100
2348,100,"No",100
2347,100,"No",100
2346,100,"No",100
2345,100,"No",100
2344,100,"No",100
2353,100,"No",100
2352,100,"No",100
2351,100,"No",100
2350,75,"Sí",75
2349,100,"No",100
2359,100,"No",100
2358,100,"No",100
2357,100,"No",100
2355,100,"No",100
2354,100,"No",100
2365,100,"No",100
2364,100,"No",100
2363,100,"No",100
2361,100,"No",100
2360,100,"No",100
2371,100,"No",100
2370,100,"No",100
2369,100,"No",100
2368,100,"No",100
2366,100,"No",100
2376,100,"No",100
2375,100,"No",100
2374,100,"No",100
2373,100,"No",100
2372,100,"No",100
2383,100,"No",100
2382,100,"No",100
2380,100,"No",100
2379,100,"No",100
2377,100,"No",100
2388,100,"No",100
2387,100,"No",100
2386,100,"No",100
2385,100,"No",100
2384,100,"No",100
2394,40,"Sí",40
2392,100,"No",100
2391,100,"No",100
2390,100,"No",100
2389,100,"No",100
2400,100,"No",100
2399,100,"No",100
2397,100,"No",100
2396,100,"No",100
2395,100,"No",100
2405,100,"No",100
2404,100,"No",100
2403,100,"No",100
2402,100,"No",100
2401,100,"No",100
2412,100,"No",100
2411,100,"No",100
2410,100,"No",100
2408,100,"No",100
2406,50,"Sí",50
2418,100,"No",100
2417,100,"No",100
2416,100,"No",100
2415,100,"No",100
2413,100,"No",100
2423,100,"No",100
2422,100,"No",100
2421,100,"No",100
2420,100,"No",100
2419,100,"No",100
2428,100,"No",100
2427,100,"No",100
2426,100,"No",100
2425,100,"No",100
2424,100,"No",100
2434,100,"No",100
2432,100,"No",100
2431,100,"No",100
2430,100,"No",100
2429,100,"No",100
2439,100,"No",100
2438,100,"No",100
2437,100,"No",100
2436,100,"No",100
2435,100,"No",100
2444,73.33,"Sí",73
2443,100,"No",100
2442,100,"No",100
2441,100,"No",100
2440,100,"No",100
2450,100,"No",100
2449,100,"No",100
2448,100,"No",100
2447,100,"No",100
2445,100,"No",100
2456,100,"No",100
2455,100,"No",100
2453,100,"No",100
2452,100,"No",100
2451,100,"No",100
2462,100,"No",100
2461,100,"No",100
2459,100,"No",100
2458,100,"No",100
2457,100,"No",100
2467,100,"No",100
2466,100,"No",100
2465,100,"No",100
2464,100,"No",100
2463,100,"No",100
2472,100,"No",100
2471,100,"No",100
2470,100,"No",100
2469,100,"No",100
2468,100,"No",100
2478,100,"No",100
2476,100,"No",100
2475,100,"No",100
2474,100,"No",100
2473,100,"No",100
2483,100,"No",100
2482,100,"No",100
2481,100,"No",100
2480,100,"No",100
2479,100,"No",100
2488,100,"No",100
2487,100,"No",100
2486,100,"No",100
2485,100,"No",100
2484,100,"No",100
2493,100,"No",100
2492,100,"No",100
2491,86.05,"Sí",86
2490,100,"No",100
2489,100,"No",100
2499,100,"No",100
2498,100,"No",100
2496,85,"Sí",85
2495,100,"No",100
2494,100,"No",100
2505,100,"No",100
2504,100,"No",100
2503,100,"No",100
2502,100,"No",100
2500,100,"No",100
2510,100,"No",100
2509,100,"No",100
2508,100,"No",100
2507,100,"No",100
2506,100,"No",100
2517,100,"No",100
2516,100,"No",100
2515,100,"No",100
2514,100,"No",100
2511,100,"No",100
2524,100,"No",100
2521,100,"No",100
2520,100,"No",100
2519,75,"Sí",75
2518,100,"No",100
2529,100,"No",100
2528,100,"No",100
2527,100,"No",100
2526,100,"No",100
2525,100,"No",100
2534,100,"No",100
2533,100,"No",100
2532,100,"No",100
2531,100,"No",100
2530,100,"No",100
2539,100,"No",100
2538,100,"No",100
2537,100,"No",100
2536,100,"No",100
2535,100,"No",100
2544,100,"No",100
2543,100,"No",100
2542,100,"No",100
2541,100,"No",100
2540,100,"No",100
2549,100,"No",100
2548,100,"No",100
2547,100,"No",100
2546,100,"No",100
2545,100,"No",100
2556,100,"No",100
2553,100,"No",100
2552,100,"No",100
2551,100,"No",100
2550,100,"No",100
2562,75,"Sí",75
2561,100,"No",100
2560,100,"No",100
2559,100,"No",100
2557,100,"No",100
2567,100,"No",100
2566,100,"No",100
2565,100,"No",100
2564,100,"No",100
2563,100,"No",100
2572,100,"No",100
2571,100,"No",100
2570,100,"No",100
2569,93.67,"Sí",94
2568,100,"No",100
2577,100,"No",100
2576,50,"Sí",50
2575,100,"No",100
2574,100,"No",100
2573,100,"No",100
2583,100,"No",100
2582,100,"No",100
2580,100,"No",100
2579,100,"No",100
2578,100,"No",100
2588,100,"No",100
2587,100,"No",100
2586,100,"No",100
2585,100,"No",100
2584,100,"No",100
2594,100,"No",100
2592,100,"No",100
2591,100,"No",100
2590,100,"No",100
2589,100,"No",100
2599,100,"No",100
2598,100,"No",100
2597,100,"No",100
2596,100,"No",100
2595,100,"No",100
2608,100,"No",100
2607,100,"No",100
2606,100,"No",100
2605,100,"No",100
2604,100,"No",100
2613,100,"No",100
2612,100,"No",100
2611,100,"No",100
2610,100,"No",100
2609,100,"No",100
2618,100,"No",100
2617,100,"No",100
2616,100,"No",100
2615,100,"No",100
2614,100,"No",100
2624,100,"No",100
2623,100,"No",100
2622,100,"No",100
2621,100,"No",100
2619,100,"No",100
2629,100,"No",100
2628,100,"No",100
2627,100,"No",100
2626,100,"No",100
2625,100,"No",100
2634,100,"No",100
2633,100,"No",100
2632,100,"No",100
2631,100,"No",100
2630,100,"No",100
2639,100,"No",100
2638,100,"No",100
2637,100,"No",100
2636,72.97,"Sí",73
2635,100,"No",100
2644,100,"No",100
2643,100,"No",100
2642,100,"No",100
2641,100,"No",100
2640,100,"No",100
2649,100,"No",100
2648,100,"No",100
2647,100,"No",100
2646,100,"No",100
2645,100,"No",100
2654,100,"No",100
2653,100,"No",100
2652,100,"No",100
2651,100,"No",100
2650,100,"No",100
2659,100,"No",100
2658,100,"No",100
2657,100,"No",100
2656,100,"No",100
2655,100,"No",100
2665,100,"No",100
2664,100,"No",100
2662,100,"No",100
2661,100,"No",100
2660,100,"No",100
2670,100,"No",100
2669,100,"No",100
2668,100,"No",100
2667,100,"No",100
2666,100,"No",100
2676,100,"No",100
2675,90.99,"Sí",91
2674,100,"No",100
2673,100,"No",100
2672,100,"No",100
2681,100,"No",100
2680,100,"No",100
2679,100,"No",100
2678,100,"No",100
2677,100,"No",100
2688,100,"No",100
2687,77.79,"Sí",78
2686,82.28,"Sí",82
2684,100,"No",100
2682,100,"No",100
2694,100,"No",100
2693,100,"No",100
2691,100,"No",100
2690,100,"No",100
2689,100,"No",100
2699,100,"No",100
2698,100,"No",100
2697,100,"No",100
2696,100,"No",100
2695,100,"No",100
2704,100,"No",100
2703,100,"No",100
2702,100,"No",100
2701,100,"No",100
2700,100,"No",100
2709,88.61,"Sí",89
2708,100,"No",100
2707,100,"No",100
2706,100,"No",100
2705,100,"No",100
2715,100,"No",100
2713,100,"No",100
2712,100,"No",100
2711,100,"No",100
2710,100,"No",100
2721,100,"No",100
2720,100,"No",100
2718,100,"No",100
2717,100,"No",100
2716,100,"No",100
2727,100,"No",100
2726,100,"No",100
2725,100,"No",100
2723,100,"No",100
2722,100,"No",100
2732,100,"No",100
2731,100,"No",100
2730,100,"No",100
2729,100,"No",100
2728,100,"No",100
2737,100,"No",100
2736,100,"No",100
2735,100,"No",100
2734,27.03,"Sí",27
2733,100,"No",100
2745,100,"No",100
2744,100,"No",100
2743,100,"No",100
2740,100,"No",100
2739,100,"No",100
2750,100,"No",100
2749,100,"No",100
2748,100,"No",100
2747,100,"No",100
2746,100,"No",100
2759,100,"No",100
2758,100,"No",100
2756,100,"No",100
2752,100,"No",100
2751,100,"No",100
2764,100,"No",100
2763,100,"No",100
2762,100,"No",100
2761,100,"No",100
2760,100,"No",100
2770,100,"No",100
2769,96.84,"Sí",97
2768,100,"No",100
2767,100,"No",100
2765,100,"No",100
2776,100,"No",100
2775,71.42,"Sí",71
2773,100,"No",100
2772,100,"No",100
2771,100,"No",100
2794,100,"No",100
2781,100,"No",100
2779,100,"No",100
2778,100,"No",100
2777,100,"No",100
2822,15,"Sí",15
2820,15,"Sí",15
2818,100,"No",100
2816,100,"No",100
2811,100,"No",100
2831,100,"No",100
2830,25,"Sí",25
2826,15,"Sí",15
2824,15,"Sí",15
2823,54.26,"Sí",54
2837,100,"No",100
2835,100,"No",100
2834,25,"Sí",25
2833,15,"Sí",15
2832,100,"No",100
2842,25,"Sí",25
2841,25,"Sí",25
2840,25,"Sí",25
2839,100,"No",100
2838,100,"No",100
2851,100,"No",100
2849,100,"No",100
2848,25,"Sí",25
2845,15,"Sí",15
2843,100,"No",100
2857,25,"Sí",25
2856,25,"Sí",25
2855,25,"Sí",25
2853,72.09,"Sí",72
2852,100,"No",100
2865,21.2,"Sí",21
2864,100,"No",100
2862,25,"Sí",25
2861,100,"No",100
2860,100,"No",100
2872,100,"No",100
2871,100,"No",100
2870,25,"Sí",25
2869,100,"No",100
2866,100,"No",100
2877,100,"No",100
2876,100,"No",100
2875,100,"No",100
2874,100,"No",100
2873,100,"No",100
2886,100,"No",100
2883,100,"No",100
2882,100,"No",100
2879,100,"No",100
2878,100,"No",100
2894,100,"No",100
2892,100,"No",100
2891,100,"No",100
2889,100,"No",100
2887,100,"No",100
2901,100,"No",100
2900,100,"No",100
2897,100,"No",100
2896,100,"No",100
2895,100,"No",100
2907,100,"No",100
2906,100,"No",100
2905,100,"No",100
2904,100,"No",100
2903,100,"No",100
2913,100,"No",100
2912,100,"No",100
2910,85,"Sí",85
2909,100,"No",100
2908,100,"No",100
2918,100,"No",100
2917,100,"No",100
2916,100,"No",100
2915,100,"No",100
2914,100,"No",100
2923,100,"No",100
2922,80,"Sí",80
2921,100,"No",100
2920,100,"No",100
2919,100,"No",100
2930,100,"No",100
2929,100,"No",100
2927,100,"No",100
2926,100,"No",100
2924,100,"No",100
2937,100,"No",100
2935,100,"No",100
2934,100,"No",100
2932,100,"No",100
2931,100,"No",100
2942,100,"No",100
2941,100,"No",100
2940,100,"No",100
2939,100,"No",100
2938,100,"No",100
2947,100,"No",100
2946,100,"No",100
2945,100,"No",100
2944,82,"Sí",82
2943,100,"No",100
2953,100,"No",100
2952,100,"No",100
2950,100,"No",100
2949,100,"No",100
2948,100,"No",100
2958,100,"No",100
2957,100,"No",100
2956,100,"No",100
2955,100,"Sí",100
2954,100,"No",100
2965,100,"No",100
2962,100,"No",100
2961,100,"Sí",100
2960,100,"No",100
2959,100,"No",100
2971,100,"No",100
2970,100,"No",100
2969,100,"No",100
2968,100,"No",100
2967,100,"No",100
2976,100,"Sí",100
2975,100,"No",100
2974,100,"No",100
2973,100,"No",100
2972,100,"No",100
2983,100,"No",100
2982,100,"No",100
2981,100,"No",100
2978,100,"No",100
2977,100,"No",100
2989,100,"No",100
2988,100,"No",100
2986,100,"No",100
2985,100,"No",100
2984,100,"No",100
2995,72.09,"Sí",72
2994,100,"No",100
2993,100,"No",100
2992,100,"No",100
2991,100,"No",100
3000,100,"No",100
2999,100,"No",100
2998,100,"No",100
2997,100,"No",100
2996,100,"No",100
3005,100,"No",100
3004,100,"No",100
3003,100,"No",100
3002,72.7,"Sí",73
3001,100,"No",100
3010,100,"No",100
3009,100,"No",100
3008,100,"No",100
3007,100,"No",100
3006,100,"No",100
3017,100,"No",100
3016,100,"No",100
3014,100,"No",100
3013,100,"No",100
3012,100,"No",100
3023,100,"No",100
3022,100,"No",100
3021,100,"No",100
3019,40,"Sí",40
3018,100,"No",100
3029,72.09,"Sí",72
3027,27.91,"Sí",28
3026,100,"No",100
3025,100,"No",100
3024,100,"No",100
3034,100,"No",100
3033,100,"No",100
3032,100,"No",100
3031,100,"No",100
3030,100,"No",100
3039,100,"No",100
3038,100,"No",100
3037,100,"No",100
3036,100,"No",100
3035,100,"No",100
3044,100,"No",100
3043,100,"No",100
3042,100,"No",100
3041,100,"Sí",100
3040,100,"No",100
3051,100,"No",100
3049,100,"No",100
3048,100,"No",100
3046,100,"No",100
3045,100,"No",100
3059,100,"No",100
3058,100,"No",100
3057,100,"No",100
3054,100,"No",100
3052,100,"No",100
3066,27.91,"Sí",28
3065,100,"No",100
3064,100,"No",100
3062,100,"No",100
3060,100,"No",100
3073,100,"No",100
3071,100,"No",100
3069,100,"No",100
3068,72.09,"Sí",72
3067,100,"No",100
3078,73.33,"Sí",73
3077,100,"No",100
3076,100,"No",100
3075,100,"No",100
3074,100,"No",100
3085,100,"No",100
3083,86.67,"Sí",87
3082,100,"No",100
3081,100,"No",100
3079,100,"No",100
3091,100,"No",100
3090,100,"No",100
3089,100,"No",100
3088,100,"No",100
3086,100,"No",100
3097,73.33,"Sí",73
3096,100,"No",100
3095,72.09,"Sí",72
3094,100,"No",100
3092,100,"No",100
3102,50,"Sí",50
3101,68,"Sí",68
3100,100,"No",100
3099,81.01,"Sí",81
3098,100,"No",100
3109,100,"No",100
3107,75,"Sí",75
3106,66.67,"Sí",67
3105,100,"No",100
3104,100,"No",100
3114,100,"No",100
3113,100,"No",100
3112,100,"No",100
3111,100,"No",100
3110,74.68,"Sí",75
3119,100,"No",100
3118,100,"No",100
3117,100,"No",100
3116,100,"No",100
3115,100,"No",100
3124,100,"No",100
3123,100,"No",100
3122,100,"No",100
3121,100,"No",100
3120,100,"No",100
3129,100,"No",100
3128,100,"No",100
3127,100,"No",100
3126,100,"No",100
3125,100,"No",100
3134,100,"No",100
3133,100,"No",100
3132,100,"No",100
3131,73.33,"Sí",73
3130,100,"No",100
3139,100,"No",100
3138,100,"No",100
3137,100,"No",100
3136,100,"No",100
3135,72.09,"Sí",72
3146,100,"No",100
3145,100,"No",100
3144,100,"No",100
3143,100,"No",100
3140,100,"No",100
3151,100,"No",100
3150,100,"No",100
3149,100,"No",100
3148,80,"Sí",80
3147,100,"No",100
3156,100,"No",100
3155,100,"No",100
3154,100,"No",100
3153,88.61,"Sí",89
3152,100,"No",100
3161,40,"Sí",40
3160,100,"No",100
3159,73.33,"Sí",73
3158,100,"No",100
3157,75,"Sí",75
3169,100,"No",100
3168,100,"No",100
3164,100,"No",100
3163,86.67,"Sí",87
3162,86.67,"Sí",87
3175,100,"No",100
3174,100,"No",100
3172,100,"No",100
3171,100,"No",100
3170,100,"No",100
3185,100,"No",100
3184,100,"No",100
3183,100,"No",100
3182,100,"No",100
3176,100,"No",100
3191,100,"Sí",100
3190,66.67,"Sí",67
3188,100,"No",100
3187,72.97,"Sí",73
3186,75,"Sí",75
3196,100,"No",100
3195,75.95,"Sí",76
3194,100,"No",100
3193,100,"No",100
3192,100,"No",100
3205,100,"No",100
3204,72.09,"Sí",72
3202,33.33,"Sí",33
3201,100,"No",100
3198,100,"No",100
3216,76.67,"Sí",77
3214,100,"No",100
3211,100,"No",100
3209,40,"Sí",40
3206,100,"No",100
3226,100,"No",100
3225,100,"No",100
3224,100,"No",100
3219,50,"Sí",50
3217,50,"Sí",50
3231,100,"No",100
3230,100,"No",100
3229,100,"No",100
3228,100,"No",100
3227,100,"No",100
3236,100,"No",100
3235,40,"Sí",40
3234,100,"No",100
3233,100,"No",100
3232,100,"No",100
3249,100,"Sí",100
3245,27.91,"Sí",28
3244,100,"No",100
3239,100,"No",100
3238,100,"No",100
3257,100,"No",100
3254,100,"No",100
3253,100,"No",100
3252,100,"No",100
3250,100,"No",100
3299,100,"No",100
3278,100,"No",100
3276,15,"Sí",15
3266,100,"No",100
3258,100,"Sí",100
3312,100,"No",100
3309,100,"No",100
3308,100,"No",100
3306,100,"No",100
3300,100,"No",100
3323,85,"Sí",85
3322,100,"No",100
3318,100,"No",100
3314,100,"No",100
3313,100,"No",100
3331,25,"Sí",25
3330,100,"No",100
3326,100,"No",100
3325,25,"Sí",25
3324,100,"No",100
3338,100,"No",100
3337,100,"No",100
3336,100,"No",100
3335,25,"Sí",25
3334,100,"No",100
3343,25,"Sí",25
3342,100,"No",100
3341,100,"No",100
3340,100,"No",100
3339,25,"Sí",25
3352,25,"Sí",25
3351,100,"Sí",100
3348,100,"No",100
3347,100,"No",100
3345,100,"No",100
3357,100,"No",100
3356,100,"No",100
3355,100,"No",100
3354,100,"No",100
3353,40,"Sí",40
3363,100,"No",100
3362,100,"No",100
3361,100,"No",100
3360,100,"No",100
3358,100,"No",100
3371,100,"No",100
3370,100,"No",100
3369,100,"No",100
3368,100,"No",100
3364,100,"No",100
3377,100,"No",100
3376,100,"No",100
3375,100,"No",100
3373,85,"Sí",85
3372,100,"No",100
3383,100,"No",100
3381,100,"No",100
3380,100,"No",100
3379,100,"No",100
3378,100,"No",100
3388,100,"No",100
3387,100,"No",100
3386,100,"No",100
3385,100,"No",100
3384,100,"No",100
3396,100,"No",100
3395,100,"No",100
3394,100,"No",100
3392,100,"No",100
3391,100,"No",100
3402,100,"No",100
3401,100,"No",100
3400,100,"No",100
3399,100,"No",100
3398,100,"No",100
3407,100,"No",100
3406,100,"No",100
3405,100,"No",100
